Country Name,Country Code,Series Name,Series Code,2020 [YR2020]
Brazil,BRA,Urban population,SP.URB.TOTL,181349681
Brazil,BRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.506
Brazil,BRA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,12.8
Brazil,BRA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.653
Brazil,BRA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,9.62326527
Brazil,BRA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,104.125999450684
Brazil,BRA,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..
Brazil,BRA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.77150011062622
Brazil,BRA,GDP (current US$),NY.GDP.MKTP.CD,1476107292151.95
Brazil,BRA,GDP per capita (current US$),NY.GDP.PCAP.CD,7074.19407495707
Brazil,BRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-3.27675879612903
Brazil,BRA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.21176803803376
Brazil,BRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,13.697
Brazil,BRA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,16.4535520099709
Brazil,BRA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,15.8485265343782
Brazil,BRA,Individuals using the Internet (% of population),IT.NET.USER.ZS,81.3427
Brazil,BRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.7
Brazil,BRA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1379.24649914162
Brazil,BRA,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,78.5424
Argentina,ARG,"Population, total",SP.POP.TOTL,45191965
Argentina,ARG,Urban population,SP.URB.TOTL,41551256
Argentina,ARG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.878
Argentina,ARG,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,8.7
Argentina,ARG,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.601
Argentina,ARG,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,10.45030594
Argentina,ARG,"School enrollment, secondary (% gross)",SE.SEC.ENRR,112.376731872559
Argentina,ARG,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,99.8427784444202
Argentina,ARG,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.27689981460571
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,385740508436.965
Argentina,ARG,GDP per capita (current US$),NY.GDP.PCAP.CD,8535.59938004389
Argentina,ARG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-9.9004848136464
Argentina,ARG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,42.0150947376509
Argentina,ARG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,11.461
Argentina,ARG,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,16.6054144372484
Argentina,ARG,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,13.5982843701675
Argentina,ARG,Individuals using the Internet (% of population),IT.NET.USER.ZS,85.5144
Argentina,ARG,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Argentina,ARG,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1623.92450833523
Argentina,ARG,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,19.9692
Chile,CHL,"Population, total",SP.POP.TOTL,19370624
Chile,CHL,Urban population,SP.URB.TOTL,17103360
Chile,CHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.349
Chile,CHL,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,5.9
Chile,CHL,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.307
Chile,CHL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,9.68910599
Chile,CHL,"School enrollment, secondary (% gross)",SE.SEC.ENRR,103.691688537598
Chile,CHL,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,97.9685821533203
Chile,CHL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.62993001937866
Chile,CHL,GDP (current US$),NY.GDP.MKTP.CD,254042159309.311
Chile,CHL,GDP per capita (current US$),NY.GDP.PCAP.CD,13114.815470545
Chile,CHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-6.14347479224092
Chile,CHL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.04549084804326
Chile,CHL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,10.934
Chile,CHL,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,31.3303902428612
Chile,CHL,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,26.8524733201136
Chile,CHL,Individuals using the Internet (% of population),IT.NET.USER.ZS,87.4593
Chile,CHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Chile,CHL,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1946.16760616995
Chile,CHL,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,13.9628
Colombia,COL,"Population, total",SP.POP.TOTL,50629997
Colombia,COL,Urban population,SP.URB.TOTL,39308245
Colombia,COL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.757
Colombia,COL,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,12
Colombia,COL,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.694
Colombia,COL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.71432114
Colombia,COL,"School enrollment, secondary (% gross)",SE.SEC.ENRR,101.499450683594
Colombia,COL,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,99.6276016235352
Colombia,COL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.26166009902954
Colombia,COL,GDP (current US$),NY.GDP.MKTP.CD,270348342541.465
Colombia,COL,GDP per capita (current US$),NY.GDP.PCAP.CD,5339.68711357943
Colombia,COL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-7.18591413760859
Colombia,COL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.52663500084706
Colombia,COL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,15.983
Colombia,COL,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,13.5222755593302
Colombia,COL,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,20.5332954086799
Colombia,COL,Individuals using the Internet (% of population),IT.NET.USER.ZS,69.7953
Colombia,COL,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.7
Colombia,COL,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,810.052298592826
Colombia,COL,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,13.9024
Peru,PER,"Population, total",SP.POP.TOTL,32838579
Peru,PER,Urban population,SP.URB.TOTL,27428996
Peru,PER,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.832
Peru,PER,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,14.1
Peru,PER,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.056
Peru,PER,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.36273861
Peru,PER,"School enrollment, secondary (% gross)",SE.SEC.ENRR,100.138702392578
Peru,PER,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..
Peru,PER,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.25937986373901
Peru,PER,GDP (current US$),NY.GDP.MKTP.CD,201409694755.934
Peru,PER,GDP per capita (current US$),NY.GDP.PCAP.CD,6133.32552410183
Peru,PER,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-10.9333065010382
Peru,PER,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.00241205759292
Peru,PER,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.179
Peru,PER,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,23.0114431429931
Peru,PER,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,21.2345240547509
Peru,PER,Individuals using the Internet (% of population),IT.NET.USER.ZS,65.2518
Peru,PER,Access to electricity (% of population),EG.ELC.ACCS.ZS,96.2
Peru,PER,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,666.666363333809
Peru,PER,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,6.5236
Ecuador,ECU,"Population, total",SP.POP.TOTL,17546065
Ecuador,ECU,Urban population,SP.URB.TOTL,11067600
Ecuador,ECU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.004
Ecuador,ECU,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,11.5
Ecuador,ECU,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.967
Ecuador,ECU,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.6576252
Ecuador,ECU,"School enrollment, secondary (% gross)",SE.SEC.ENRR,93.9849491291463
Ecuador,ECU,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,95.3761817748471
Ecuador,ECU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.26103019714355
Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,95865473000
Ecuador,ECU,GDP per capita (current US$),NY.GDP.PCAP.CD,5463.64515348598
Ecuador,ECU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-9.24509619165865
Ecuador,ECU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.338872392562139
Ecuador,ECU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.127
Ecuador,ECU,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,23.2835621642424
Ecuador,ECU,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,20.7057487735965
Ecuador,ECU,Individuals using the Internet (% of population),IT.NET.USER.ZS,70.7
Ecuador,ECU,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.9
Ecuador,ECU,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,785.425200484029
Ecuador,ECU,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,3.4769
Bolivia,BOL,"Population, total",SP.POP.TOTL,11816299
Bolivia,BOL,Urban population,SP.URB.TOTL,8276640
Bolivia,BOL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.906
Bolivia,BOL,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,22.2
Bolivia,BOL,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.651
Bolivia,BOL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.0225811
Bolivia,BOL,"School enrollment, secondary (% gross)",SE.SEC.ENRR,88.8672369779995
Bolivia,BOL,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,92.1121793096985
Bolivia,BOL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,8.43710994720459
Bolivia,BOL,GDP (current US$),NY.GDP.MKTP.CD,42313784081.042
Bolivia,BOL,GDP per capita (current US$),NY.GDP.PCAP.CD,3580.96761778303
Bolivia,BOL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-12.7194690092717
Bolivia,BOL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.940742153381849
Bolivia,BOL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.903
Bolivia,BOL,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,16.8717531697786
Bolivia,BOL,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,20.64468107487
Bolivia,BOL,Individuals using the Internet (% of population),IT.NET.USER.ZS,59.9401
Bolivia,BOL,Access to electricity (% of population),EG.ELC.ACCS.ZS,97.2
Bolivia,BOL,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,657.745469205531
Bolivia,BOL,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,1.8411
Costa Rica,CRI,"Population, total",SP.POP.TOTL,5034320
Costa Rica,CRI,Urban population,SP.URB.TOTL,3902663
Costa Rica,CRI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.725
Costa Rica,CRI,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,8.2
Costa Rica,CRI,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.448
Costa Rica,CRI,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.82545757
Costa Rica,CRI,"School enrollment, secondary (% gross)",SE.SEC.ENRR,132.678680419922
Costa Rica,CRI,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,98.6216735839844
Costa Rica,CRI,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,6.62898015975952
Costa Rica,CRI,GDP (current US$),NY.GDP.MKTP.CD,62395610760.0492
Costa Rica,CRI,GDP per capita (current US$),NY.GDP.PCAP.CD,12394.0493969492
Costa Rica,CRI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-4.27335432161462
Costa Rica,CRI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.724911478131376
Costa Rica,CRI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,16.432
Costa Rica,CRI,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,31.9064976578059
Costa Rica,CRI,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,28.2333885931474
Costa Rica,CRI,Individuals using the Internet (% of population),IT.NET.USER.ZS,80.5302
Costa Rica,CRI,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.9
Costa Rica,CRI,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,948.979659241415
Costa Rica,CRI,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,1.1034
Panama,PAN,"Population, total",SP.POP.TOTL,4293261
Panama,PAN,Urban population,SP.URB.TOTL,2824378
Panama,PAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.33
Panama,PAN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,12.2
Panama,PAN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.184
Panama,PAN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,10.21630001
Panama,PAN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..
Panama,PAN,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,87.4795583246611
Panama,PAN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.30487012863159
Panama,PAN,GDP (current US$),NY.GDP.MKTP.CD,57059846521.5327
Panama,PAN,GDP per capita (current US$),NY.GDP.PCAP.CD,13290.5608397749
Panama,PAN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-17.8212299459324
Panama,PAN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-1.5502754080376
Panama,PAN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,14.663
Panama,PAN,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,36.2690881640488
Panama,PAN,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,32.4313353159158
Panama,PAN,Individuals using the Internet (% of population),IT.NET.USER.ZS,70.0097
Panama,PAN,Access to electricity (% of population),EG.ELC.ACCS.ZS,95.3
Panama,PAN,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,936.065449427601
Panama,PAN,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,1.2825
Dominican Republic,DOM,"Population, total",SP.POP.TOTL,11008300
Dominican Republic,DOM,Urban population,SP.URB.TOTL,8065163
Dominican Republic,DOM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.636
Dominican Republic,DOM,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,30.4
Dominican Republic,DOM,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.329
Dominican Republic,DOM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.93967104
Dominican Republic,DOM,"School enrollment, secondary (% gross)",SE.SEC.ENRR,80.0444119218853
Dominican Republic,DOM,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,97.0056636814455
Dominican Republic,DOM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.51769850778985
Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,78546672406.8291
Dominican Republic,DOM,GDP per capita (current US$),NY.GDP.PCAP.CD,7135.22273255899
Dominican Republic,DOM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-7.92905234231061
Dominican Republic,DOM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.78103179915517
Dominican Republic,DOM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.126
Dominican Republic,DOM,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,18.7972072415048
Dominican Republic,DOM,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,25.9359541051708
Dominican Republic,DOM,Individuals using the Internet (% of population),IT.NET.USER.ZS,81.6173
Dominican Republic,DOM,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Dominican Republic,DOM,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,842.611820450654
Dominican Republic,DOM,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,4.1255
United Kingdom,GBR,"Population, total",SP.POP.TOTL,66744000
United Kingdom,GBR,Urban population,SP.URB.TOTL,55330777
United Kingdom,GBR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.331756097561
United Kingdom,GBR,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,3.9
United Kingdom,GBR,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.571
United Kingdom,GBR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,11.96547699
United Kingdom,GBR,"School enrollment, secondary (% gross)",SE.SEC.ENRR,114.566833496094
United Kingdom,GBR,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,99.5503768920898
United Kingdom,GBR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.43935012817383
United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,2724001478304.59
United Kingdom,GBR,GDP per capita (current US$),NY.GDP.PCAP.CD,40812.6794663879
United Kingdom,GBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-10.047896637362
United Kingdom,GBR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.989486703772491
United Kingdom,GBR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.472
United Kingdom,GBR,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,29.9486520576829
United Kingdom,GBR,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,29.2112372453782
United Kingdom,GBR,Individuals using the Internet (% of population),IT.NET.USER.ZS,94.8182
United Kingdom,GBR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
United Kingdom,GBR,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2317.4085386833
United Kingdom,GBR,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,32.2185
Ireland,IRL,"Population, total",SP.POP.TOTL,5039747
Ireland,IRL,Urban population,SP.URB.TOTL,3198795
Ireland,IRL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.4560975609756
Ireland,IRL,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,3.1
Ireland,IRL,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.63
Ireland,IRL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.06342745
Ireland,IRL,"School enrollment, secondary (% gross)",SE.SEC.ENRR,135.224670410156
Ireland,IRL,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,98.976432800293
Ireland,IRL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.19163990020752
Ireland,IRL,GDP (current US$),NY.GDP.MKTP.CD,436009027818.948
Ireland,IRL,GDP per capita (current US$),NY.GDP.PCAP.CD,86514.0706108754
Ireland,IRL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.15369505735335
Ireland,IRL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.326183651280033
Ireland,IRL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.623
Ireland,IRL,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,139.811889906845
Ireland,IRL,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,118.968547119407
Ireland,IRL,Individuals using the Internet (% of population),IT.NET.USER.ZS,91.9999
Ireland,IRL,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
